R2,RMSE,MAE,MAPE,Model,Split,n_train,n_test,n_features,n_parameters,best_val_mse_scaled,epochs_run,pressure_monotonic_violation_fraction,temperature_monotonic_violation_fraction,pressure_saturation_violation_fraction,min_predicted_capacity_on_grids
0.9966804626218201,0.012884158007988774,0.010000181369560279,4.8737118247978355,NN_raw_no_physics_loss,IID,152,39,3,67073,0.0034658783115446568,595,0.0,0.15436241610738255,0.02027027027027027,0.0668748989701271
0.9966665819266611,0.012911067556300079,0.009818151173024179,4.778655088385902,NN_raw_with_physics_loss,IID,152,39,3,67073,0.0038591891061514616,825,0.0,0.0,0.013513513513513514,0.07275152951478958
0.9943252812976406,0.016845714258559342,0.013263073639940103,6.58167299333434,PI-HySPAC_physics_features_with_physics_loss,IID,152,39,13,69633,0.006268133409321308,248,0.0,0.0,0.0,0.02782774344086647
0.9942887672466391,0.016899824338437522,0.013269148728734517,6.617229465221495,NN_physics_features_no_physics_loss,IID,152,39,13,69633,0.006237346213310957,248,0.0,0.0,0.0,0.027706775814294815
