Split,Model,n,R2_mean,R2_std,R2_ci95,MAPE_mean,MAPE_std,MAPE_ci95,RMSE_mean,RMSE_std,RMSE_ci95,MAE_mean,MAE_std,MAE_ci95
IID,AdaBoost,30,0.9616463568309261,0.02644167157351623,0.0094620306529192,11.391397795236578,3.190284819655743,1.141628760919944,0.03684904996250327,0.01084220654937536,0.0038798337854791137,0.024800937323367012,0.004981685282267793,0.0017826731836131798
IID,CatBoost,30,0.9905235452712423,0.003785074970014171,0.0013544716827109684,6.641299672425251,2.417213937728258,0.8649888986729743,0.019056261116079734,0.004318678634494752,0.001545419301729211,0.014276643972453111,0.002942276157134145,0.0010528800008256973
IID,GBM,30,0.9805745248570807,0.010431039391515648,0.003732699507665947,7.717955340801775,1.8844809929027264,0.6743528626816699,0.026691612921332764,0.006110247762465656,0.002186524080545966,0.019258691895892535,0.0030083501081686844,0.0010765242605431688
IID,PINN_PI-HySPAC,30,0.9949696824297631,0.0024780769729004747,0.0008867684560972493,5.3985020432411535,2.2678410366969017,0.8115364925213989,0.013690715674725776,0.003621003474590209,0.0012957594521072595,0.010089647879599742,0.0023591963731542753,0.0008442275798251683
IID,XGBoost,30,0.9777111223913331,0.011049345420339963,0.003953957478492578,8.93246221334382,2.7823040776477335,0.9956347273752957,0.028835661838707668,0.007173392316187056,0.002566965473134456,0.020881775553504955,0.004691090835161525,0.0016786852962194945
