R2,RMSE,MAE,MAPE,Model,Split,n_train,n_test,n_features,n_parameters,best_val_mse_scaled,epochs_run,lambda_p,lambda_t,lambda_sat,lambda_nonneg,pressure_monotonic_violation_fraction,temperature_monotonic_violation_fraction,pressure_saturation_violation_fraction,min_predicted_capacity_on_grids
0.9946245300817295,0.016395530694480707,0.012376682385250836,5.716274500257891,PI-HySPAC_10x_lambda_p,IID,152,39,13,69633,0.006452837493270636,241,0.006099978919664861,8.309498651124366,6.0084363948801e-05,0.037100887276472434,0.0,0.0,0.0,0.039770159870386124
0.9945811513575091,0.016461551725058084,0.012344565797905419,5.633699996452219,PI-HySPAC_10x_all_physics_weights,IID,152,39,13,69633,0.0064402734860777855,241,0.006099978919664861,83.09498651124366,0.00060084363948801,0.37100887276472433,0.0,0.0,0.0,0.03902304545044899
0.9943260603214927,0.016844557931319306,0.013285209123853035,6.456109048229624,PI-HySPAC_10x_lambda_nonneg,IID,152,39,13,69633,0.0062353103421628475,248,0.0006099978919664861,8.309498651124366,6.0084363948801e-05,0.37100887276472433,0.0,0.0,0.0,0.0276111401617527
0.9943252812976406,0.016845714258559342,0.013263073639940103,6.58167299333434,PI-HySPAC_1x_optimized_physics_weights,IID,152,39,13,69633,0.006268133409321308,248,0.0006099978919664861,8.309498651124366,6.0084363948801e-05,0.037100887276472434,0.0,0.0,0.0,0.02782774344086647
0.9943252812976406,0.016845714258559342,0.013263073639940103,6.58167299333434,PI-HySPAC_10x_lambda_t,IID,152,39,13,69633,0.006268133409321308,248,0.0006099978919664861,83.09498651124366,6.0084363948801e-05,0.037100887276472434,0.0,0.0,0.0,0.02782774344086647
0.9943250748218544,0.016846020723129792,0.01326367732800898,6.581985472753842,PI-HySPAC_10x_lambda_sat,IID,152,39,13,69633,0.006268105003982782,248,0.0006099978919664861,8.309498651124366,0.00060084363948801,0.037100887276472434,0.0,0.0,0.0,0.02782604470849037
0.99429307353229,0.016893451879320818,0.013267861879737058,6.613378532468339,PI-HySPAC_0.1x_all_physics_weights,IID,152,39,13,69633,0.006240648217499256,248,6.099978919664861e-05,0.8309498651124367,6.0084363948801e-06,0.0037100887276472435,0.0,0.0,0.0,0.027720991522073746
0.9942887672466391,0.016899824338437522,0.013269148728734517,6.617229465221495,PI-HySPAC_zero_physics_loss,IID,152,39,13,69633,0.006237346213310957,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027706775814294815
